,cores,l1d_size,l1d_assoc,l2_size,l2_assoc,sim_name,sim_ticks
1279,8,16,4,128,16,radix,20639895487
1280,8,16,4,128,16,raytrace,643290299
1281,8,16,4,128,2,cholesky,1.57844E+11
224,16,8,32,64,16,fft,1365998248
1283,8,16,4,128,2,fmm,17088999448
1284,8,16,4,128,2,lu,76383288603
1285,8,16,4,128,2,ocean,22127969709
1286,8,16,4,128,2,radix,20621451799
1287,8,16,4,128,2,raytrace,643290299
1288,8,16,4,128,32,cholesky,1.60293E+11
231,16,8,32,64,2,fft,1367973126
1290,8,16,4,128,32,fmm,16811339032
1291,8,16,4,128,32,lu,75094309192
1292,8,16,4,128,32,ocean,21888025063
1293,8,16,4,128,32,radix,20546381788
1294,8,16,4,128,32,raytrace,643290299
1295,8,16,4,128,4,cholesky,1.58324E+11
252,16,8,32,64,8,fft,1376334205
1297,8,16,4,128,4,fmm,16875199613
1298,8,16,4,128,4,lu,75223658390
1299,8,16,4,128,4,ocean,22184137607
1300,8,16,4,128,4,radix,20589172011
1301,8,16,4,128,4,raytrace,643290299
1302,8,16,4,128,8,cholesky,1.5894E+11
238,16,8,32,64,32,fft,1395830052
1304,8,16,4,128,8,fmm,16850277853
1305,8,16,4,128,8,lu,74995591119
1306,8,16,4,128,8,ocean,22241062323
1307,8,16,4,128,8,radix,20585744659
1308,8,16,4,128,8,raytrace,643290299
1309,8,16,8,128,16,cholesky,1.60322E+11
782,32,4,4,32,4,fft,1682307308
1311,8,16,8,128,16,fmm,16825417540
1312,8,16,8,128,16,lu,75080893176
1313,8,16,8,128,16,ocean,22541845801
1314,8,16,8,128,16,radix,20635002842
1315,8,16,8,128,16,raytrace,643358646
1316,8,16,8,128,2,cholesky,1.57747E+11
765,32,4,4,32,16,fft,1689222172
1318,8,16,8,128,2,fmm,17050104926
1319,8,16,8,128,2,lu,76342923865
1320,8,16,8,128,2,ocean,22429353307
1321,8,16,8,128,2,radix,20616724187
1322,8,16,8,128,2,raytrace,643358646
1323,8,16,8,128,32,cholesky,1.60297E+11
771,32,4,4,32,2,fft,1697401354
1325,8,16,8,128,32,fmm,16800285717
1326,8,16,8,128,32,lu,75097649860
1327,8,16,8,128,32,ocean,22164545356
1328,8,16,8,128,32,radix,20540787336
1329,8,16,8,128,32,raytrace,643358646
1330,8,16,8,128,4,cholesky,1.58248E+11
682,32,4,16,32,2,fft,1781697500
1332,8,16,8,128,4,fmm,16865146598
1333,8,16,8,128,4,lu,75228906106
1334,8,16,8,128,4,ocean,22469309630
1335,8,16,8,128,4,radix,20581510479
1336,8,16,8,128,4,raytrace,643358646
1337,8,16,8,128,8,cholesky,1.58891E+11
735,32,4,32,32,16,fft,1785175000
1339,8,16,8,128,8,fmm,16832332471
1340,8,16,8,128,8,lu,75000283724
1341,8,16,8,128,8,ocean,22555136792
1342,8,16,8,128,8,radix,20580188548
1343,8,16,8,128,8,raytrace,643358646
1344,8,8,16,256,16,cholesky,1.48817E+11
1345,8,8,16,256,16,fmm,16907646487
1346,8,8,16,256,16,lu,58345469820
1347,8,8,16,256,16,ocean,19686918590
1348,8,8,16,256,16,radix,17555868038
1349,8,8,16,256,16,raytrace,615724662
1350,8,8,16,256,2,cholesky,1.26677E+11
1351,8,8,16,256,2,fmm,17007283512
1352,8,8,16,256,2,lu,58349536754
1353,8,8,16,256,2,ocean,20265990831
1354,8,8,16,256,2,radix,17467294331
1355,8,8,16,256,2,raytrace,615724662
1356,8,8,16,256,32,cholesky,1.494E+11
1357,8,8,16,256,32,fmm,16911416189
1358,8,8,16,256,32,lu,58974812852
1359,8,8,16,256,32,ocean,19714851253
1360,8,8,16,256,32,radix,17555463631
1361,8,8,16,256,32,raytrace,615724662
1362,8,8,16,256,4,cholesky,1.3323E+11
1363,8,8,16,256,4,fmm,16934908949
1364,8,8,16,256,4,lu,58395772049
1365,8,8,16,256,4,ocean,19625750245
1366,8,8,16,256,4,radix,17500331382
1367,8,8,16,256,4,raytrace,615724662
1368,8,8,16,256,8,cholesky,1.41509E+11
1369,8,8,16,256,8,fmm,16912446498
1370,8,8,16,256,8,lu,58024303499
1371,8,8,16,256,8,ocean,19663937412
1372,8,8,16,256,8,radix,17532023744
1373,8,8,16,256,8,raytrace,615724662
1374,8,8,2,256,16,cholesky,1.37641E+11
797,32,4,8,32,2,fft,1785767500
1376,8,8,2,256,16,fmm,15128957500
1377,8,8,2,256,16,lu,52434980000
1378,8,8,2,256,16,ocean,17702532500
1379,8,8,2,256,16,radix,15563292500
1380,8,8,2,256,16,raytrace,600886250
1381,8,8,2,256,2,cholesky,1.15057E+11
741,32,4,32,32,2,fft,1787092500
1383,8,8,2,256,2,fmm,15254298750
1384,8,8,2,256,2,lu,52459960000
1385,8,8,2,256,2,ocean,18332792500
1386,8,8,2,256,2,radix,15475886250
1387,8,8,2,256,2,raytrace,600886250
1388,8,8,2,256,32,cholesky,1.37825E+11
699,32,4,16,32,8,fft,1791198750
1390,8,8,2,256,32,fmm,15126328750
1391,8,8,2,256,32,lu,53104151250
1392,8,8,2,256,32,ocean,17731760000
1393,8,8,2,256,32,radix,15556541250
1394,8,8,2,256,32,raytrace,600886250
1395,8,8,2,256,4,cholesky,1.21813E+11
753,32,4,32,32,4,fft,1792912500
1397,8,8,2,256,4,fmm,15139232500
1398,8,8,2,256,4,lu,52491155000
1399,8,8,2,256,4,ocean,17641292500
1400,8,8,2,256,4,radix,15502581250
1401,8,8,2,256,4,raytrace,600886250
1402,8,8,2,256,8,cholesky,1.30637E+11
747,32,4,32,32,32,fft,1796455000
1404,8,8,2,256,8,fmm,15153980000
1405,8,8,2,256,8,lu,52106696250
1406,8,8,2,256,8,ocean,17693133750
1407,8,8,2,256,8,radix,15539610000
1408,8,8,2,256,8,raytrace,600886250
1409,8,8,32,256,16,cholesky,1.4884E+11
1410,8,8,32,256,16,fmm,16923459801
1411,8,8,32,256,16,lu,58350695673
1412,8,8,32,256,16,ocean,19568064373
1413,8,8,32,256,16,radix,17558923240
1414,8,8,32,256,16,raytrace,615586049
1415,8,8,32,256,2,cholesky,1.26528E+11
1416,8,8,32,256,2,fmm,16991881750
1417,8,8,32,256,2,lu,58351761707
1418,8,8,32,256,2,ocean,20150999201
1419,8,8,32,256,2,radix,17470289515
1420,8,8,32,256,2,raytrace,615586049
1421,8,8,32,256,32,cholesky,1.49583E+11
1422,8,8,32,256,32,fmm,16917390838
1423,8,8,32,256,32,lu,58985701832
1424,8,8,32,256,32,ocean,19592866097
1425,8,8,32,256,32,radix,17557515675
1426,8,8,32,256,32,raytrace,615586049
1427,8,8,32,256,4,cholesky,1.33251E+11
1428,8,8,32,256,4,fmm,16925544712
1429,8,8,32,256,4,lu,58396739482
1430,8,8,32,256,4,ocean,19503433561
1431,8,8,32,256,4,radix,17503149370
1432,8,8,32,256,4,raytrace,615586049
1433,8,8,32,256,8,cholesky,1.41562E+11
1434,8,8,32,256,8,fmm,16928422718
1435,8,8,32,256,8,lu,58032617421
1436,8,8,32,256,8,ocean,19547175251
1437,8,8,32,256,8,radix,17534318718
1438,8,8,32,256,8,raytrace,615586049
1439,8,8,4,256,16,cholesky,1.39398E+11
791,32,4,8,32,16,fft,1796628750
1441,8,8,4,256,16,fmm,15020436250
1442,8,8,4,256,16,lu,52213418750
1443,8,8,4,256,16,ocean,17609946250
1444,8,8,4,256,16,radix,15520441250
1445,8,8,4,256,16,raytrace,599460000
1446,8,8,4,256,2,cholesky,1.1674E+11
814,32,4,8,32,8,fft,1797848750
1448,8,8,4,256,2,fmm,15148401250
1449,8,8,4,256,2,lu,52216308750
1450,8,8,4,256,2,ocean,18233617500
1451,8,8,4,256,2,radix,15428307500
1452,8,8,4,256,2,raytrace,599460000
1453,8,8,4,256,32,cholesky,1.40001E+11
759,32,4,32,32,8,fft,1808511250
1455,8,8,4,256,32,fmm,15013930000
1456,8,8,4,256,32,lu,52863317500
1457,8,8,4,256,32,ocean,17632372500
1458,8,8,4,256,32,radix,15517841250
1459,8,8,4,256,32,raytrace,599460000
1460,8,8,4,256,4,cholesky,1.23436E+11
803,32,4,8,32,32,fft,1810633750
1462,8,8,4,256,4,fmm,15030076250
1463,8,8,4,256,4,lu,52260927500
1464,8,8,4,256,4,ocean,17548233750
1465,8,8,4,256,4,radix,15462731250
1466,8,8,4,256,4,raytrace,599460000
1467,8,8,4,256,8,cholesky,1.32725E+11
688,32,4,16,32,32,fft,1815737500
1469,8,8,4,256,8,fmm,15024431250
1470,8,8,4,256,8,lu,51884075000
1471,8,8,4,256,8,ocean,17587653750
1472,8,8,4,256,8,radix,15493118750
1473,8,8,4,256,8,raytrace,599460000
1474,8,8,8,256,16,cholesky,1.39194E+11
729,32,4,2,32,8,fft,1893487299
1476,8,8,8,256,16,fmm,14957146250
1477,8,8,8,256,16,lu,52079508750
1478,8,8,8,256,16,ocean,17657032500
1479,8,8,8,256,16,radix,15489442500
1480,8,8,8,256,16,raytrace,592345000
1481,8,8,8,256,2,cholesky,1.16852E+11
723,32,4,2,32,4,fft,1897164709
1483,8,8,8,256,2,fmm,15032657500
1484,8,8,8,256,2,lu,52079687500
1485,8,8,8,256,2,ocean,18276663750
1486,8,8,8,256,2,radix,15397681250
1487,8,8,8,256,2,raytrace,592345000
1488,8,8,8,256,32,cholesky,1.40106E+11
705,32,4,2,32,16,fft,1903647394
1490,8,8,8,256,32,fmm,14953368750
1491,8,8,8,256,32,lu,52728272500
1492,8,8,8,256,32,ocean,17683622500
1493,8,8,8,256,32,radix,15494053750
1494,8,8,8,256,32,raytrace,592345000
1495,8,8,8,256,4,cholesky,1.23612E+11
711,32,4,2,32,2,fft,1960582811
1497,8,8,8,256,4,fmm,14973122500
1498,8,8,8,256,4,lu,52117702500
1499,8,8,8,256,4,ocean,17595551250
1500,8,8,8,256,4,radix,15435075000
1501,8,8,8,256,4,raytrace,592345000
1502,8,8,8,256,8,cholesky,1.32196E+11
717,32,4,2,32,32,fft,2008673557
1504,8,8,8,256,8,fmm,14948128750
1505,8,8,8,256,8,lu,51740703750
1506,8,8,8,256,8,ocean,17639481250
1507,8,8,8,256,8,radix,15463435000
1508,8,8,8,256,8,raytrace,592345000
